-0.2272477,-11.5061404,2.0569190
-0.3625153,-11.3632256,2.0559198
-0.4753907,-11.2038633,2.0530557
-0.5677625,-11.0244842,2.0503054
-0.6342371,-10.8340409,2.0478175
-0.6740073,-10.6401457,2.0424798
-0.6888025,-10.4398010,2.0365857
-0.6782344,-10.2415386,2.0295253
-0.6426497,-10.0451811,2.0223534
-0.5825036,-9.8555580,2.0149724
-0.4984484,-9.6756019,2.0083059
-0.3905192,-9.5081953,2.0023279
-0.2602213,-9.3583314,1.9985943
-0.1084050,-9.2285626,1.9962298
0.0612083,-9.1238871,1.9936623
0.2446372,-9.0452383,1.9909863
0.4370274,-8.9925064,1.9885057
0.6342611,-8.9655757,1.9861430
0.8335182,-8.9637290,1.9839759
1.0315116,-8.9860922,1.9819451
1.2259581,-9.0320654,1.9800583
1.4129226,-9.1007106,1.9782885
1.5909991,-9.1920825,1.9766389
1.7551376,-9.3046026,1.9750921
1.9043446,-9.4401037,1.9736765
2.0297710,-9.5921953,1.9723503
2.1343490,-9.7703711,1.9712397
2.2043184,-9.9551500,1.9702904
2.2419755,-10.1451831,1.9697092
2.2743678,-10.3329429,1.9695574
2.3050248,-10.5276087,1.9697447
2.3115745,-10.7298227,1.9705759
2.2865381,-10.9317920,1.9720675
2.2313847,-11.1207629,1.9740571
2.1462051,-11.3023496,1.9762847
2.0354504,-11.4681732,1.9788724
1.9023858,-11.6163948,1.9818425
1.7498825,-11.7453206,1.9849699
1.5820459,-11.8523749,1.9886518
1.4012076,-11.9364105,1.9925432
1.2108895,-11.9954602,1.9969311
1.0137085,-12.0278806,2.0027818
0.8154501,-12.0320355,2.0096654
0.6154604,-12.0063422,2.0192828
0.4234672,-11.9511253,2.0292545
0.2440452,-11.8686134,2.0394009
0.0736864,-11.7585909,2.0452961
-0.0790383,-11.6352165,2.0512046
-0.2272477,-11.5061404,2.0569190
