-0.3034628,-11.5623712,2.5649965
-0.4229351,-11.4117542,2.5548237
-0.5397445,-11.2499531,2.4971134
-0.6148487,-11.0683093,2.4872878
-0.6240206,-10.8711133,2.4774232
-0.6114709,-10.6726385,2.8602885
-0.5872828,-10.4765054,3.1951051
-0.5430375,-10.2841243,3.4957250
-0.4740533,-10.0985260,3.7026821
-0.3789009,-9.9259124,3.7783392
-0.2573780,-9.7694176,3.7967377
-0.1149717,-9.6351419,3.8186474
0.0472310,-9.5234165,3.8166459
0.2230378,-9.4397187,3.8008653
0.4132444,-9.3802554,3.7494848
0.6059954,-9.3457730,3.7347314
0.8037122,-9.3440127,3.7199195
0.9994610,-9.3715497,3.7671723
1.1952119,-9.4074896,3.7724445
1.3867267,-9.4521932,3.5912067
1.5734100,-9.5217683,3.4599181
1.7442365,-9.6201340,3.3287861
1.8991177,-9.7459437,3.3113270
2.0472026,-9.8789968,2.7305732
2.2034272,-9.9983250,1.9904342
2.3217725,-10.1428774,1.9826023
2.3596710,-10.3323170,1.9747393
2.3905546,-10.5295895,2.1141117
2.3674397,-10.7241402,2.1057932
2.2613007,-10.8911979,2.0974416
2.1384333,-11.0448040,2.5409933
2.0041995,-11.1892566,2.9150893
1.8559514,-11.3218236,3.2438691
1.7004900,-11.4425649,3.5399997
1.5361657,-11.5528254,3.8111161
1.3656051,-11.6523748,3.7013823
1.1896795,-11.7441415,3.3892238
1.0060079,-11.8144982,3.3379518
0.8115368,-11.8486583,3.2965820
0.6116046,-11.8442489,3.2807187
0.4163618,-11.8183205,2.9850252
0.2234941,-11.7951021,2.2048392
0.0277209,-11.7698599,2.1961636
-0.1480414,-11.6832691,2.1874537
-0.3034628,-11.5623712,2.5649965
